URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
106504,359,3406,State-funded primary,203,96,107,47.3%,52.7%,6,3.0%,26,12.8%,14,189,0,6.9%,93.1%,0.0%,32,32,203,15.8%
106505,359,3407,State-funded primary,241,115,126,47.7%,52.3%,9,3.7%,43,17.8%,27,214,0,11.2%,88.8%,0.0%,64,60,215,27.9%
106506,359,3411,State-funded primary,359,180,179,50.1%,49.9%,12,3.3%,46,12.8%,60,299,0,16.7%,83.3%,0.0%,201,192,327,58.7%
106507,359,3412,State-funded primary,216,104,112,48.1%,51.9%,3,1.4%,24,11.1%,24,192,0,11.1%,88.9%,0.0%,26,28,216,13.0%
106508,359,3413,State-funded primary,190,88,102,46.3%,53.7%,4,2.1%,20,10.5%,12,178,0,6.3%,93.7%,0.0%,26,26,190,13.7%
106509,359,3414,State-funded primary,209,98,111,46.9%,53.1%,4,1.9%,23,11.0%,26,183,0,12.4%,87.6%,0.0%,38,38,194,19.6%
106510,359,3415,State-funded primary,211,90,121,42.7%,57.3%,2,0.9%,11,5.2%,12,199,0,5.7%,94.3%,0.0%,15,16,211,7.6%
106512,359,3419,State-funded primary,210,111,99,52.9%,47.1%,9,4.3%,32,15.2%,15,195,0,7.1%,92.9%,0.0%,83,83,210,39.5%
106515,359,3423,State-funded primary,396,211,185,53.3%,46.7%,4,1.0%,47,11.9%,12,384,0,3.0%,97.0%,0.0%,57,57,396,14.4%
106516,359,3424,State-funded primary,208,105,103,50.5%,49.5%,8,3.8%,43,20.7%,24,184,0,11.5%,88.5%,0.0%,61,61,208,29.3%
106517,359,3425,State-funded primary,211,98,113,46.4%,53.6%,3,1.4%,36,17.1%,20,191,0,9.5%,90.5%,0.0%,41,41,211,19.4%
106518,359,3426,State-funded primary,201,105,96,52.2%,47.8%,2,1.0%,21,10.4%,2,199,0,1.0%,99.0%,0.0%,23,23,201,11.4%
106521,359,4015,State-funded secondary,1055,502,553,47.6%,52.4%,33,3.1%,194,18.4%,25,1030,0,2.4%,97.6%,0.0%,252,260,1055,24.6%
106523,359,4019,State-funded secondary,1097,565,532,51.5%,48.5%,27,2.5%,150,13.7%,115,982,0,10.5%,89.5%,0.0%,371,387,1097,35.3%
106525,359,4022,State-funded secondary,1149,558,591,48.6%,51.4%,31,2.7%,131,11.4%,78,1071,0,6.8%,93.2%,0.0%,249,253,1149,22.0%
106529,359,4027,State-funded secondary,886,460,426,51.9%,48.1%,30,3.4%,93,10.5%,55,831,0,6.2%,93.8%,0.0%,172,176,886,19.9%
106534,359,4608,State-funded secondary,1401,689,712,49.2%,50.8%,30,2.1%,166,11.8%,126,1268,7,9.0%,90.5%,0.5%,370,352,1248,28.2%
106535,359,4609,State-funded secondary,1010,494,516,48.9%,51.1%,27,2.7%,166,16.4%,139,871,0,13.8%,86.2%,0.0%,290,299,1010,29.6%
106537,359,4614,State-funded secondary,1045,526,519,50.3%,49.7%,39,3.7%,99,9.5%,53,991,1,5.1%,94.8%,0.1%,100,102,1045,9.8%
106538,359,4615,State-funded secondary,1548,808,740,52.2%,47.8%,26,1.7%,186,12.0%,156,1391,1,10.1%,89.9%,0.1%,264,250,1317,19.0%
106540,359,4805,State-funded secondary,1211,582,629,48.1%,51.9%,42,3.5%,108,8.9%,65,1146,0,5.4%,94.6%,0.0%,141,146,1211,12.1%
106543,359,7002,State-funded special school,227,87,140,38.3%,61.7%,215,94.7%,12,5.3%,15,212,0,6.6%,93.4%,0.0%,80,70,201,34.8%
106557,370,2009,State-funded primary,343,139,204,40.5%,59.5%,10,2.9%,35,10.2%,17,325,1,5.0%,94.8%,0.3%,55,54,310,17.4%
106564,370,2024,State-funded primary,311,145,166,46.6%,53.4%,11,3.5%,41,13.2%,47,260,4,15.1%,83.6%,1.3%,63,63,278,22.7%
106575,370,2052,State-funded primary,287,129,158,44.9%,55.1%,10,3.5%,20,7.0%,7,280,0,2.4%,97.6%,0.0%,31,32,287,11.1%
106579,370,2057,State-funded primary,277,135,142,48.7%,51.3%,8,2.9%,57,20.6%,10,267,0,3.6%,96.4%,0.0%,93,87,239,36.4%
106582,370,2066,State-funded primary,225,115,110,51.1%,48.9%,2,0.9%,40,17.8%,6,219,0,2.7%,97.3%,0.0%,37,37,201,18.4%
106584,370,2075,State-funded primary,130,63,67,48.5%,51.5%,5,3.8%,13,10.0%,1,129,0,0.8%,99.2%,0.0%,4,4,130,3.1%
106586,370,2077,State-funded primary,116,56,60,48.3%,51.7%,4,3.4%,18,15.5%,1,115,0,0.9%,99.1%,0.0%,23,24,116,20.7%
106587,370,2078,State-funded primary,238,116,122,48.7%,51.3%,3,1.3%,13,5.5%,2,234,2,0.8%,98.3%,0.8%,24,25,210,11.9%
106588,370,2079,State-funded primary,184,96,88,52.2%,47.8%,5,2.7%,15,8.2%,2,182,0,1.1%,98.9%,0.0%,17,17,184,9.2%
106589,370,2082,State-funded primary,136,72,64,52.9%,47.1%,5,3.7%,13,9.6%,0,136,0,0.0%,100.0%,0.0%,11,12,136,8.8%
106591,370,2085,State-funded primary,234,115,119,49.1%,50.9%,5,2.1%,42,17.9%,13,221,0,5.6%,94.4%,0.0%,63,61,213,28.6%
106599,370,2100,State-funded primary,290,143,147,49.3%,50.7%,19,6.6%,43,14.8%,7,277,6,2.4%,95.5%,2.1%,93,96,264,36.4%
106602,370,2107,State-funded primary,184,88,96,47.8%,52.2%,4,2.2%,17,9.2%,3,181,0,1.6%,98.4%,0.0%,9,10,184,5.4%
106603,370,2109,State-funded primary,212,117,95,55.2%,44.8%,7,3.3%,17,8.0%,3,207,2,1.4%,97.6%,0.9%,16,19,212,9.0%
106611,370,2123,State-funded primary,463,236,227,51.0%,49.0%,7,1.5%,70,15.1%,217,246,0,46.9%,53.1%,0.0%,136,131,409,32.0%
106618,370,2130,State-funded primary,223,116,107,52.0%,48.0%,8,3.6%,35,15.7%,13,210,0,5.8%,94.2%,0.0%,81,80,202,39.6%
106620,370,2132,State-funded primary,393,198,195,50.4%,49.6%,10,2.5%,43,10.9%,14,379,0,3.6%,96.4%,0.0%,113,111,347,32.0%
106621,370,2133,State-funded primary,326,144,182,44.2%,55.8%,10,3.1%,52,16.0%,17,286,23,5.2%,87.7%,7.1%,111,106,288,36.8%
106626,370,3004,State-funded primary,206,99,107,48.1%,51.9%,2,1.0%,19,9.2%,4,202,0,1.9%,98.1%,0.0%,21,23,206,11.2%
106627,370,3007,State-funded primary,165,83,82,50.3%,49.7%,5,3.0%,15,9.1%,0,165,0,0.0%,100.0%,0.0%,2,2,165,1.2%
106629,370,3011,State-funded primary,214,111,103,51.9%,48.1%,3,1.4%,36,16.8%,4,210,0,1.9%,98.1%,0.0%,45,47,214,22.0%
106632,370,3304,State-funded primary,224,117,107,52.2%,47.8%,4,1.8%,15,6.7%,130,94,0,58.0%,42.0%,0.0%,33,31,204,15.2%
106637,370,3313,State-funded primary,220,121,99,55.0%,45.0%,6,2.7%,27,12.3%,2,218,0,0.9%,99.1%,0.0%,24,23,189,12.2%
106638,370,3314,State-funded primary,230,116,114,50.4%,49.6%,7,3.0%,35,15.2%,3,227,0,1.3%,98.7%,0.0%,26,25,203,12.3%
106640,370,3317,State-funded primary,117,54,63,46.2%,53.8%,1,0.9%,22,18.8%,3,114,0,2.6%,97.4%,0.0%,47,47,117,40.2%
106641,370,3318,State-funded primary,143,70,73,49.0%,51.0%,2,1.4%,16,11.2%,49,94,0,34.3%,65.7%,0.0%,54,54,143,37.8%
106643,370,3320,State-funded primary,161,86,75,53.4%,46.6%,5,3.1%,22,13.7%,31,130,0,19.3%,80.7%,0.0%,46,40,138,29.0%
106653,370,4027,State-funded secondary,1893,938,955,49.6%,50.4%,80,4.2%,193,10.2%,14,1822,57,0.7%,96.2%,3.0%,206,226,1606,14.1%
106666,371,1103,State-funded AP school,13,1,12,7.7%,92.3%,4,30.8%,3,23.1%,0,13,0,0.0%,100.0%,0.0%,9,10,13,76.9%
106670,371,2054,State-funded primary,402,199,203,49.5%,50.5%,7,1.7%,82,20.4%,34,367,1,8.5%,91.3%,0.2%,101,103,362,28.5%
106676,371,2063,State-funded primary,74,37,37,50.0%,50.0%,2,2.7%,9,12.2%,4,70,0,5.4%,94.6%,0.0%,10,12,74,16.2%
106677,371,2067,State-funded primary,180,93,87,51.7%,48.3%,6,3.3%,44,24.4%,4,176,0,2.2%,97.8%,0.0%,98,100,159,62.9%
106698,371,2115,State-funded primary,162,77,85,47.5%,52.5%,5,3.1%,19,11.7%,9,153,0,5.6%,94.4%,0.0%,52,48,133,36.1%
106703,371,2121,State-funded primary,331,150,181,45.3%,54.7%,5,1.5%,41,12.4%,10,321,0,3.0%,97.0%,0.0%,25,25,261,9.6%
106707,371,2129,State-funded primary,208,92,116,44.2%,55.8%,0,0.0%,7,3.4%,3,205,0,1.4%,98.6%,0.0%,4,4,158,2.5%
106715,371,2144,State-funded primary,135,74,61,54.8%,45.2%,0,0.0%,20,14.8%,2,133,0,1.5%,98.5%,0.0%,21,22,135,16.3%
106718,371,2148,State-funded primary,218,112,106,51.4%,48.6%,8,3.7%,35,16.1%,7,211,0,3.2%,96.8%,0.0%,90,94,198,47.5%
106722,371,2157,State-funded primary,200,107,93,53.5%,46.5%,1,0.5%,38,19.0%,8,192,0,4.0%,96.0%,0.0%,19,19,200,9.5%
106725,371,2161,State-funded primary,223,107,116,48.0%,52.0%,8,3.6%,17,7.6%,4,219,0,1.8%,98.2%,0.0%,12,13,223,5.8%
106726,371,2163,State-funded primary,313,143,170,45.7%,54.3%,5,1.6%,47,15.0%,29,284,0,9.3%,90.7%,0.0%,116,116,261,44.4%
106728,371,2165,State-funded primary,440,209,231,47.5%,52.5%,7,1.6%,26,5.9%,251,189,0,57.0%,43.0%,0.0%,130,132,412,32.0%
106737,371,2175,State-funded primary,210,102,108,48.6%,51.4%,3,1.4%,26,12.4%,4,206,0,1.9%,98.1%,0.0%,38,38,192,19.8%
106746,371,2184,State-funded primary,438,213,225,48.6%,51.4%,8,1.8%,53,12.1%,20,418,0,4.6%,95.4%,0.0%,64,64,407,15.7%
106747,371,2185,State-funded primary,313,154,159,49.2%,50.8%,5,1.6%,40,12.8%,24,289,0,7.7%,92.3%,0.0%,56,58,275,21.1%
106750,371,2188,State-funded primary,387,196,191,50.6%,49.4%,4,1.0%,39,10.1%,39,348,0,10.1%,89.9%,0.0%,129,132,356,37.1%
106751,371,2190,State-funded primary,279,137,142,49.1%,50.9%,11,3.9%,50,17.9%,69,210,0,24.7%,75.3%,0.0%,139,131,249,52.6%
106756,371,2195,State-funded primary,460,219,241,47.6%,52.4%,21,4.6%,59,12.8%,35,425,0,7.6%,92.4%,0.0%,63,63,412,15.3%
106762,371,3302,State-funded primary,239,112,127,46.9%,53.1%,3,1.3%,21,8.8%,113,126,0,47.3%,52.7%,0.0%,49,50,208,24.0%
106767,371,3312,State-funded primary,194,92,102,47.4%,52.6%,4,2.1%,45,23.2%,12,182,0,6.2%,93.8%,0.0%,20,20,194,10.3%
106769,371,3314,State-funded primary,148,73,75,49.3%,50.7%,7,4.7%,16,10.8%,21,127,0,14.2%,85.8%,0.0%,51,47,136,34.6%
106770,371,3315,State-funded primary,130,67,63,51.5%,48.5%,3,2.3%,15,11.5%,27,103,0,20.8%,79.2%,0.0%,41,39,118,33.1%
106773,371,3318,State-funded primary,195,111,84,56.9%,43.1%,3,1.5%,19,9.7%,57,138,0,29.2%,70.8%,0.0%,43,46,175,26.3%
106777,371,3323,State-funded primary,219,99,120,45.2%,54.8%,5,2.3%,12,5.5%,8,211,0,3.7%,96.3%,0.0%,25,25,200,12.5%
106812,371,6000,Independent school,860,419,441,48.7%,51.3%,1,0.1%,83,9.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106816,371,6010,Independent school,16,8,8,50.0%,50.0%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106818,371,7002,Non-maintained special school,40,22,18,55.0%,45.0%,39,97.5%,1,2.5%,11,29,0,27.5%,72.5%,0.0%,21,21,40,52.5%
106826,372,1000,State-funded nursery,181,89,92,49.2%,50.8%,0,0.0%,44,24.3%,43,138,0,23.8%,76.2%,0.0%,0,0,1,0.0%
106827,372,1001,State-funded nursery,150,61,89,40.7%,59.3%,1,0.7%,36,24.0%,15,135,0,10.0%,90.0%,0.0%,0,0,1,0.0%
106828,372,1002,State-funded nursery,132,78,54,59.1%,40.9%,0,0.0%,9,6.8%,3,129,0,2.3%,97.7%,0.0%,0,NA,NA,NA
106833,372,2004,State-funded primary,577,291,286,50.4%,49.6%,34,5.9%,197,34.1%,153,424,0,26.5%,73.5%,0.0%,319,323,577,56.0%
106834,372,2005,State-funded primary,194,70,124,36.1%,63.9%,3,1.5%,31,16.0%,14,180,0,7.2%,92.8%,0.0%,44,45,178,25.3%
106835,372,2006,State-funded primary,410,190,220,46.3%,53.7%,4,1.0%,94,22.9%,251,152,7,61.2%,37.1%,1.7%,138,143,373,38.3%
106845,372,2022,State-funded primary,248,104,144,41.9%,58.1%,4,1.6%,42,16.9%,46,202,0,18.5%,81.5%,0.0%,98,96,211,45.5%
106849,372,2029,State-funded primary,332,173,159,52.1%,47.9%,11,3.3%,38,11.4%,169,162,1,50.9%,48.8%,0.3%,134,131,307,42.7%
106851,372,2034,State-funded primary,289,144,145,49.8%,50.2%,6,2.1%,51,17.6%,110,176,3,38.1%,60.9%,1.0%,65,65,255,25.5%
106858,372,2042,State-funded primary,218,108,110,49.5%,50.5%,6,2.8%,37,17.0%,97,121,0,44.5%,55.5%,0.0%,26,26,218,11.9%
106859,372,2050,State-funded primary,207,97,110,46.9%,53.1%,3,1.4%,20,9.7%,9,198,0,4.3%,95.7%,0.0%,17,17,207,8.2%
106861,372,2052,State-funded primary,325,155,170,47.7%,52.3%,8,2.5%,37,11.4%,9,316,0,2.8%,97.2%,0.0%,60,62,325,19.1%
106864,372,2055,State-funded primary,219,104,115,47.5%,52.5%,5,2.3%,31,14.2%,15,204,0,6.8%,93.2%,0.0%,24,24,183,13.1%
106875,372,2070,State-funded primary,227,121,106,53.3%,46.7%,6,2.6%,63,27.8%,8,219,0,3.5%,96.5%,0.0%,91,91,227,40.1%
106876,372,2071,State-funded primary,130,73,57,56.2%,43.8%,5,3.8%,39,30.0%,10,119,1,7.7%,91.5%,0.8%,46,46,130,35.4%
106883,372,2081,State-funded primary,209,99,110,47.4%,52.6%,10,4.8%,18,8.6%,12,197,0,5.7%,94.3%,0.0%,24,25,209,12.0%
106895,372,2094,State-funded primary,276,139,137,50.4%,49.6%,6,2.2%,27,9.8%,5,271,0,1.8%,98.2%,0.0%,19,19,224,8.5%
106896,372,2095,State-funded primary,215,101,114,47.0%,53.0%,5,2.3%,34,15.8%,0,215,0,0.0%,100.0%,0.0%,54,55,215,25.6%
106907,372,2106,State-funded primary,207,111,96,53.6%,46.4%,4,1.9%,20,9.7%,7,200,0,3.4%,96.6%,0.0%,8,9,207,4.3%
106910,372,2110,State-funded primary,208,105,103,50.5%,49.5%,8,3.8%,55,26.4%,4,204,0,1.9%,98.1%,0.0%,38,39,208,18.8%
106942,372,3337,State-funded primary,236,115,121,48.7%,51.3%,8,3.4%,18,7.6%,17,219,0,7.2%,92.8%,0.0%,45,41,203,20.2%
106944,372,3339,State-funded primary,196,108,88,55.1%,44.9%,6,3.1%,28,14.3%,26,170,0,13.3%,86.7%,0.0%,85,86,196,43.9%
106962,372,4601,State-funded secondary,693,355,338,51.2%,48.8%,46,6.6%,99,14.3%,75,618,0,10.8%,89.2%,0.0%,160,168,693,24.2%
106965,370,6004,Independent school,138,23,115,16.7%,83.3%,128,92.8%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106966,372,7000,State-funded special school,182,73,109,40.1%,59.9%,174,95.6%,8,4.4%,13,169,0,7.1%,92.9%,0.0%,104,89,150,59.3%
106973,373,1000,State-funded nursery,96,47,49,49.0%,51.0%,5,5.2%,20,20.8%,44,52,0,45.8%,54.2%,0.0%,23,0,2,0.0%
106975,373,1002,State-funded nursery,100,48,52,48.0%,52.0%,8,8.0%,9,9.0%,13,87,0,13.0%,87.0%,0.0%,26,0,2,0.0%
106982,373,2001,State-funded primary,555,275,280,49.5%,50.5%,5,0.9%,42,7.6%,44,511,0,7.9%,92.1%,0.0%,80,80,555,14.4%
106987,373,2014,State-funded primary,221,106,115,48.0%,52.0%,5,2.3%,26,11.8%,132,89,0,59.7%,40.3%,0.0%,65,59,174,33.9%
106988,373,2023,State-funded primary,231,108,123,46.8%,53.2%,7,3.0%,53,22.9%,33,198,0,14.3%,85.7%,0.0%,34,34,231,14.7%
106991,373,2036,State-funded primary,442,205,237,46.4%,53.6%,21,4.8%,94,21.3%,30,403,9,6.8%,91.2%,2.0%,130,124,401,30.9%
106994,373,2058,State-funded primary,359,162,197,45.1%,54.9%,3,0.8%,45,12.5%,83,276,0,23.1%,76.9%,0.0%,48,48,359,13.4%
106995,373,2060,State-funded primary,267,119,148,44.6%,55.4%,1,0.4%,23,8.6%,61,204,2,22.8%,76.4%,0.7%,24,24,267,9.0%
106996,373,2063,State-funded primary,416,218,198,52.4%,47.6%,11,2.6%,69,16.6%,17,399,0,4.1%,95.9%,0.0%,131,131,416,31.5%
106997,373,2070,State-funded primary,406,190,216,46.8%,53.2%,3,0.7%,44,10.8%,348,58,0,85.7%,14.3%,0.0%,166,167,406,41.1%
106998,373,2071,State-funded primary,478,224,254,46.9%,53.1%,9,1.9%,58,12.1%,103,374,1,21.5%,78.2%,0.2%,58,60,478,12.6%
106999,373,2072,State-funded primary,352,169,183,48.0%,52.0%,6,1.7%,12,3.4%,64,288,0,18.2%,81.8%,0.0%,26,26,352,7.4%
107000,373,2079,State-funded primary,476,264,212,55.5%,44.5%,6,1.3%,38,8.0%,23,453,0,4.8%,95.2%,0.0%,68,69,476,14.5%
107001,373,2080,State-funded primary,398,186,212,46.7%,53.3%,5,1.3%,56,14.1%,24,374,0,6.0%,94.0%,0.0%,124,124,398,31.2%
107002,373,2081,State-funded primary,227,102,125,44.9%,55.1%,4,1.8%,13,5.7%,24,203,0,10.6%,89.4%,0.0%,23,22,206,10.7%
107004,373,2087,State-funded primary,381,173,208,45.4%,54.6%,28,7.3%,61,16.0%,58,323,0,15.2%,84.8%,0.0%,44,45,381,11.8%
107006,373,2092,State-funded primary,415,189,226,45.5%,54.5%,12,2.9%,18,4.3%,4,410,1,1.0%,98.8%,0.2%,52,54,415,13.0%
107025,373,2206,State-funded primary,620,284,336,45.8%,54.2%,11,1.8%,50,8.1%,77,540,3,12.4%,87.1%,0.5%,30,32,620,5.2%
107026,373,2213,State-funded primary,175,72,103,41.1%,58.9%,2,1.1%,33,18.9%,9,165,1,5.1%,94.3%,0.6%,23,23,175,13.1%
107029,373,2221,State-funded primary,199,94,105,47.2%,52.8%,14,7.0%,11,5.5%,31,166,2,15.6%,83.4%,1.0%,13,13,199,6.5%
107033,373,2233,State-funded primary,406,197,209,48.5%,51.5%,11,2.7%,59,14.5%,18,388,0,4.4%,95.6%,0.0%,64,66,406,16.3%
107035,373,2239,State-funded primary,380,182,198,47.9%,52.1%,10,2.6%,60,15.8%,39,341,0,10.3%,89.7%,0.0%,18,18,380,4.7%
107036,373,2241,State-funded primary,263,152,111,57.8%,42.2%,3,1.1%,28,10.6%,10,253,0,3.8%,96.2%,0.0%,44,42,221,19.0%
107038,373,2252,State-funded primary,201,108,93,53.7%,46.3%,5,2.5%,14,7.0%,13,187,1,6.5%,93.0%,0.5%,43,41,148,27.7%
107039,373,2257,State-funded primary,417,227,190,54.4%,45.6%,4,1.0%,30,7.2%,16,401,0,3.8%,96.2%,0.0%,73,73,417,17.5%
107040,373,2261,State-funded primary,225,113,112,50.2%,49.8%,8,3.6%,49,21.8%,100,125,0,44.4%,55.6%,0.0%,87,87,225,38.7%
107043,373,2272,State-funded primary,258,134,124,51.9%,48.1%,14,5.4%,68,26.4%,229,28,1,88.8%,10.9%,0.4%,115,105,215,48.8%
107046,373,2279,State-funded primary,186,91,95,48.9%,51.1%,2,1.1%,21,11.3%,10,176,0,5.4%,94.6%,0.0%,56,56,186,30.1%
107047,373,2281,State-funded primary,457,221,236,48.4%,51.6%,8,1.8%,42,9.2%,31,426,0,6.8%,93.2%,0.0%,73,72,415,17.3%
107048,373,2283,State-funded primary,300,129,171,43.0%,57.0%,4,1.3%,36,12.0%,21,278,1,7.0%,92.7%,0.3%,5,5,264,1.9%
107051,373,2296,State-funded primary,324,155,169,47.8%,52.2%,4,1.2%,27,8.3%,14,310,0,4.3%,95.7%,0.0%,66,66,324,20.4%
107052,373,2297,State-funded primary,195,94,101,48.2%,51.8%,7,3.6%,35,17.9%,1,194,0,0.5%,99.5%,0.0%,29,29,195,14.9%
107057,373,2306,State-funded primary,191,95,96,49.7%,50.3%,4,2.1%,18,9.4%,7,184,0,3.7%,96.3%,0.0%,49,36,127,28.3%
107060,373,2312,State-funded primary,206,104,102,50.5%,49.5%,2,1.0%,29,14.1%,6,200,0,2.9%,97.1%,0.0%,33,33,206,16.0%
107064,373,2319,State-funded primary,154,66,88,42.9%,57.1%,11,7.1%,28,18.2%,8,146,0,5.2%,94.8%,0.0%,51,47,125,37.6%
107069,373,2325,State-funded primary,462,222,240,48.1%,51.9%,7,1.5%,81,17.5%,25,437,0,5.4%,94.6%,0.0%,162,149,417,35.7%
107073,373,2329,State-funded primary,202,100,102,49.5%,50.5%,5,2.5%,55,27.2%,191,11,0,94.6%,5.4%,0.0%,76,76,202,37.6%
107077,373,2334,State-funded primary,268,112,156,41.8%,58.2%,9,3.4%,54,20.1%,4,264,0,1.5%,98.5%,0.0%,94,92,246,37.4%
107081,373,2338,State-funded primary,411,207,204,50.4%,49.6%,10,2.4%,33,8.0%,82,328,1,20.0%,79.8%,0.2%,67,68,379,17.9%
107083,373,2340,State-funded primary,626,324,302,51.8%,48.2%,10,1.6%,59,9.4%,106,518,2,16.9%,82.7%,0.3%,211,211,626,33.7%
107085,373,2342,State-funded primary,216,112,104,51.9%,48.1%,5,2.3%,51,23.6%,5,211,0,2.3%,97.7%,0.0%,92,86,187,46.0%
107087,373,2344,State-funded primary,613,306,307,49.9%,50.1%,10,1.6%,70,11.4%,78,509,26,12.7%,83.0%,4.2%,146,142,570,24.9%
107090,373,2347,State-funded primary,442,199,243,45.0%,55.0%,11,2.5%,90,20.4%,158,284,0,35.7%,64.3%,0.0%,206,199,411,48.4%
107092,373,2349,State-funded primary,394,184,210,46.7%,53.3%,7,1.8%,46,11.7%,50,344,0,12.7%,87.3%,0.0%,101,95,353,26.9%
107093,373,2350,State-funded primary,483,239,244,49.5%,50.5%,39,8.1%,113,23.4%,45,438,0,9.3%,90.7%,0.0%,220,203,414,49.0%
107094,373,2351,State-funded primary,412,195,217,47.3%,52.7%,8,1.9%,24,5.8%,100,312,0,24.3%,75.7%,0.0%,99,99,385,25.7%
107095,373,2352,State-funded primary,622,295,327,47.4%,52.6%,8,1.3%,86,13.8%,230,392,0,37.0%,63.0%,0.0%,94,94,584,16.1%
107098,373,2356,State-funded primary,636,323,313,50.8%,49.2%,17,2.7%,45,7.1%,85,547,4,13.4%,86.0%,0.6%,59,60,636,9.4%
107102,373,2360,State-funded primary,110,44,66,40.0%,60.0%,4,3.6%,29,26.4%,6,104,0,5.5%,94.5%,0.0%,67,57,87,65.5%
107106,373,3010,State-funded primary,215,110,105,51.2%,48.8%,2,0.9%,25,11.6%,2,213,0,0.9%,99.1%,0.0%,35,36,215,16.7%
107107,373,3428,State-funded primary,208,112,96,53.8%,46.2%,2,1.0%,49,23.6%,5,203,0,2.4%,97.6%,0.0%,62,62,208,29.8%
107117,373,3422,State-funded primary,176,85,91,48.3%,51.7%,6,3.4%,27,15.3%,6,170,0,3.4%,96.6%,0.0%,38,39,176,22.2%
107140,373,4259,State-funded secondary,1733,901,832,52.0%,48.0%,20,1.2%,143,8.3%,485,1248,0,28.0%,72.0%,0.0%,412,330,1153,28.6%
107150,373,5200,State-funded primary,177,94,83,53.1%,46.9%,11,6.2%,28,15.8%,28,145,4,15.8%,81.9%,2.3%,19,19,177,10.7%
107154,373,5204,State-funded primary,114,50,64,43.9%,56.1%,3,2.6%,12,10.5%,45,68,1,39.5%,59.6%,0.9%,16,16,114,14.0%
107158,373,5208,State-funded primary,239,126,113,52.7%,47.3%,7,2.9%,36,15.1%,103,136,0,43.1%,56.9%,0.0%,65,64,209,30.6%
107162,373,6001,Independent school,366,177,189,48.4%,51.6%,0,0.0%,54,14.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107163,373,6005,Independent school,746,81,665,10.9%,89.1%,0,0.0%,99,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107165,373,6017,Independent school,186,99,87,53.2%,46.8%,3,1.6%,39,21.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107166,373,6021,Independent school,741,741,0,100.0%,0.0%,1,0.1%,144,19.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107168,373,6027,Independent school,92,41,51,44.6%,55.4%,0,0.0%,30,32.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107169,373,7010,State-funded special school,292,53,239,18.2%,81.8%,292,100.0%,0,0.0%,37,252,3,12.7%,86.3%,1.0%,155,137,255,53.7%
107171,373,7013,State-funded special school,101,18,83,17.8%,82.2%,101,100.0%,0,0.0%,27,74,0,26.7%,73.3%,0.0%,49,49,101,48.5%
107177,373,7023,State-funded special school,95,32,63,33.7%,66.3%,95,100.0%,0,0.0%,32,56,7,33.7%,58.9%,7.4%,51,51,93,54.8%
107178,373,7024,State-funded special school,235,78,157,33.2%,66.8%,235,100.0%,0,0.0%,62,172,1,26.4%,73.2%,0.4%,129,103,186,55.4%
107180,373,7026,State-funded special school,107,47,60,43.9%,56.1%,104,97.2%,3,2.8%,28,79,0,26.2%,73.8%,0.0%,57,57,100,57.0%
107182,373,7036,State-funded special school,171,39,132,22.8%,77.2%,171,100.0%,0,0.0%,33,138,0,19.3%,80.7%,0.0%,95,95,171,55.6%
107185,380,1000,State-funded nursery,91,41,50,45.1%,54.9%,14,15.4%,20,22.0%,23,68,0,25.3%,74.7%,0.0%,10,NA,NA,NA
107186,380,1001,State-funded nursery,84,38,46,45.2%,54.8%,9,10.7%,3,3.6%,6,78,0,7.1%,92.9%,0.0%,4,NA,NA,NA
107187,380,1002,State-funded nursery,124,54,70,43.5%,56.5%,0,0.0%,0,0.0%,51,73,0,41.1%,58.9%,0.0%,1,NA,NA,NA
107188,380,1008,State-funded nursery,90,41,49,45.6%,54.4%,13,14.4%,37,41.1%,60,30,0,66.7%,33.3%,0.0%,0,NA,NA,NA
107189,380,1009,State-funded nursery,104,45,59,43.3%,56.7%,14,13.5%,27,26.0%,25,79,0,24.0%,76.0%,0.0%,6,NA,NA,NA
107190,380,1010,State-funded nursery,253,111,142,43.9%,56.1%,12,4.7%,14,5.5%,78,175,0,30.8%,69.2%,0.0%,1,NA,NA,NA
107204,380,2027,State-funded primary,416,220,196,52.9%,47.1%,9,2.2%,71,17.1%,268,147,1,64.4%,35.3%,0.2%,98,97,378,25.7%
107218,380,2054,State-funded primary,450,229,221,50.9%,49.1%,11,2.4%,68,15.1%,286,164,0,63.6%,36.4%,0.0%,123,124,412,30.1%
107219,380,2055,State-funded primary,348,172,176,49.4%,50.6%,7,2.0%,52,14.9%,79,269,0,22.7%,77.3%,0.0%,78,77,306,25.2%
